facility_name,facility_code,Old Facility Code,admin1,Sub-District,Constituency,facility_type,latitude,longitude,Telephone,Urban or Rural,Always Open,status,Publication Status,Catchment Area,Updated,ownership,country,data_source,coordinate_valid,open_date,open_year,uid,admin2,zone,coordinate_source,ownership_detail,catchment_population,urban_rural_strata,inpatient,outpatient,maternity,emergency,laboratory,malaria_services,extraction_date,data_quality_flag
Tsokatshaa Health Post,180702-3,12-4-12,Tutume,Tutume,NATA-GWETA,Health Post,-20.041511,25.48489,+267 2470064,Rural,FALSE,OPERATIONAL,PUBLISHED,765,2023-04-06T07:08:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmutlane Health Post,271111-7,08-4-17,Mahalapye,Mahalapye,SHOSHONG,Health Post,-23.048333,26.578049,+267 4763716,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-29T12:15:27Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Makuta Health Post,211721-6,12-4-30,Tutume,Tutume,SHASHE WEST,Health Post,-20.678869,27.122671,2470602,Rural,FALSE,OPERATIONAL,PUBLISHED,2470602,2023-04-05T11:29:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Otse Health Post,900214-8,08-4-26,Mahalapye,Mahalapye,SHOSHONG,Health Post,-23.331399,25.866652,73898846/77067148,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-08-25T14:30:11Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Rungwana,691806-4,05-4-24,Kweneng East,Kweneng East,THAMAGA-KUMAKWANE,Health Post,-24.68511,25.541986,5960988,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T07:28:16Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkange Clinic,832575-5,12-3-06,Tutume,Tutume,NKANGE,Clinic with Maternity,-20.299122,27.134997,+267 2986220,Rural,FALSE,OPERATIONAL,PUBLISHED,3657,2023-04-05T08:46:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mafhungo/Hubona,218345-7,12-4-31,Tutume,Tutume,SHASHE WEST,Health Post,-20.942894,27.262162,2470093,Rural,FALSE,OPERATIONAL,PUBLISHED,1700,2023-04-05T11:55:15Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gakgatla Health Post,116397-1,05-4-02,Kweneng East,Kweneng East,THAMAGA-KUMAKWANE,Health Post,-24.54391,25.615649,5905527,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-21T07:54:42Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Prisons Clinic,787178-3,15-3-09,NA,NA,NA,Clinic,-24.658078,25.946981,3912944/3971553,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2022-04-22T13:03:29Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Beetsha Clinic,227526-1,14-3-11,Okavango,Okavango,OKAVANGO,Clinic with Maternity,-18.722327,22.74195,+267 73019641,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-30T09:37:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lentsweletau Clinic,391399-3,05-3-07,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Clinic with Maternity,-24.253635,25.851591,+267 5779301,Rural,TRUE,OPERATIONAL,PUBLISHED,7457,2023-05-12T09:55:50Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Serowe Clinic,597311-0,29-3-02,Serowe,Serowe,SEROWE NORTH,Clinic,-22.391361,26.705871,2674635890,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T07:50:08Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tshimoyapula Health Post,165266-8,29-4-04,Serowe,Serowe,SEROWE NORTH,Health Post,-22.116083,26.924427,4634486,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T09:57:39Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kadimo Samson Clinic,415277-3,29-3-01,Serowe,Serowe,SEROWE NORTH,Clinic,-22.374992,26.710647,+2674635889,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T08:26:48Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Moiyabana Clinic,299591-8,29-3-07,Serowe,Serowe,SEROWE SOUTH,Clinic with Maternity,-22.636341,26.398713,+2674631174,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T08:45:55Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Paje Health Post,477889-0,29-4-03,Serowe,Serowe,SEROWE NORTH,Health Post,-22.261367,26.788633,2674623119,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-13T13:25:03Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Majwaneng Health Post,636538-1,03-4-07,Palapye,Palapye,PALAPYE,Clinic,-22.748946,27.633556,+267 4950100,Rural,FALSE,OPERATIONAL,PUBLISHED,2016,2023-04-13T13:56:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dimajwe Health Post,818896-3,29-4-06,Serowe,Serowe,SEROWE WEST,Health Post,-21.681044,26.755594,+2674620346,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T06:39:34Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmashoro Clinic,737491-1,29-3-03,Serowe,Serowe,SEROWE WEST,Clinic with Maternity,-21.867612,26.441963,+2674639505,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T08:41:10Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Russel May Clinic,825473-2,29-3-06,Serowe,Serowe,SEROWE NORTH,Clinic with Maternity,-22.571814,26.388286,2674620343,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-19T09:43:54Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Majwana-a-dipitse Health Post,810456-4,29-4-05,Serowe,Serowe,SEROWE NORTH,Health Post,-22.022869,26.793307,+26771876190,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T07:54:45Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Paje BDF Health Post,835707-1,29-4-09,Serowe,Serowe,SEROWE NORTH,Health Post,-22.273719,26.790969,46,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T07:49:46Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Semitwe Health Post,126097-5,12-4-28,Tutume,Tutume,SHASHE WEST,Health Post,-20.93672,27.083565,+267 2470018,Rural,FALSE,OPERATIONAL,PUBLISHED,783,2023-04-05T09:39:30Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gweta Clinic,199921-8,12-3-02,Tutume,Tutume,NATA-GWETA,Clinic,-20.207938,25.257154,+267 6212233,Rural,FALSE,OPERATIONAL,PUBLISHED,7016,2023-04-05T11:21:39Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lepashe Health Post,409920-6,12-4-05,Tutume,Tutume,NATA-GWETA,Health Post,-20.836061,26.6785,+267 2470059,Rural,FALSE,OPERATIONAL,PUBLISHED,827,2023-04-05T11:40:33Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nshakashogwe Health Post,803159-3,12-4-14,Tutume,Tutume,SHASHE WEST,Health Post,-20.788986,27.186429,+267 2981166,Rural,FALSE,OPERATIONAL,PUBLISHED,2966,2023-04-05T09:43:27Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kumakwane Health Post,941893-0,05-04-08,Kweneng East,Kweneng East,THAMAGA-KUMAKWANE,Health Post,-24.663089,25.697977,3998622,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-19T06:55:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marobela Health Post,842802-1,12-4-20,Tutume,Tutume,SHASHE WEST,Health Post,-20.861542,27.228168,+267 2981333,Rural,FALSE,OPERATIONAL,PUBLISHED,1672,2023-04-05T09:30:59Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Senete Health Post,294483-3,12-4-11,Tutume,Tutume,NKANGE,Health Post,-20.334286,27.122037,+267 2470069,Rural,FALSE,OPERATIONAL,PUBLISHED,2851,2023-04-05T08:39:36Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magapatona Clinic,221119-1,12-4-24,Tutume,Tutume,NKANGE,Clinic,-20.515852,27.059002,+267 2987724,Rural,FALSE,OPERATIONAL,PUBLISHED,8295,2024-03-20T07:52:01Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Moroka Clinic,899793-4,02-3-13,North East,North East,TATI WEST,Clinic,-20.531766,27.653674,+267 2489268,Rural,FALSE,OPERATIONAL,PUBLISHED,1692,2023-04-20T09:55:38Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Boatlaname Health Post,870867-9,05-4-01,Kweneng East,Kweneng East,LENTSWELETAU-LEPHEPHE,Health Post,-23.600383,25.823804,+267 5960287,Rural,FALSE,OPERATIONAL,PUBLISHED,1783,2023-06-26T08:54:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Moshupa Health Post,808218-2,26-4-08,Moshupa,Moshupa,MOSHUPA-MANYANA,Health Post,-24.773759,25.420275,+267 73229821,Urban,FALSE,OPERATIONAL,PUBLISHED,860,2023-04-17T08:00:04Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sakutswane,982657-9,17-4-06,South East,South East,RAMOTSWA,Health Post,-25.018981,25.816865,+267 73141725,Rural,FALSE,OPERATIONAL,PUBLISHED,300,2023-05-23T10:23:19Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nswazi Clinic,404224-8,12-3-16,Tutume,Tutume,NKANGE,Clinic,-20.65835,27.22711,+267 2982213,Rural,FALSE,OPERATIONAL,PUBLISHED,2185,2023-04-04T07:41:59Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sebina Clinic,991896-2,12-3-07,Tutume,Tutume,SHASHE WEST,Clinic with Maternity,-20.820632,27.216614,+267 2981230,Rural,TRUE,OPERATIONAL,PUBLISHED,3865,2023-04-03T13:41:17Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Marapong Clinic,765841-2,12-3-09,Tutume,Tutume,SHASHE WEST,Clinic,-20.893704,27.075143,+267 2981414,Rural,FALSE,OPERATIONAL,PUBLISHED,2667,2023-04-05T09:35:16Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Cwagare Health Post,950587-6,23-4-02,Goodhope,Goodhope,GOODHOPE-MABULE,Health Post,-25.593194,25.315827,71768695,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-31T12:34:06Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Segwagwa Health Post,359075-9,06-4-07,Kanye,Kanye,MMATHETHE-MOLAPOWABOJANG,Health Post,-25.190856,25.174296,+267 5400507,Rural,FALSE,OPERATIONAL,PUBLISHED,377,2023-04-25T06:13:06Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phodisong,722511-3,NA,South East,South East,RAMOTSWA,Individual practitioner,-24.8628636,25.8571869,+267 5391632/72676283,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-23T10:43:11Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmabesi Medical,42979-5,NA,Serowe,Serowe,SEROWE NORTH,Individual practitioner,-22.39278,26.711801,4600205,NA,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-15T09:48:25Z,Private,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mmamokhasi Clinic,646833-4,06-3-06,Kanye,Kanye,KANYE SOUTH,Clinic,-25.005214,25.327859,+267 5403462,Urban,FALSE,OPERATIONAL,PUBLISHED,1608,2023-05-24T06:33:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Tutume McConell Clinic,97580-5,12-02-01,Tutume,Tutume,NKANGE,Clinic,-20.491572,27.044037,2987247,Rural,FALSE,OPERATIONAL,PUBLISHED,1500,2023-05-09T08:34:25Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gamodubu Health Post,826832-8,05-4-04,Kweneng East,Kweneng East,MOLEPOLOLE SOUTH,Health Post,-24.507678,25.703212,+267 3960566,Rural,FALSE,OPERATIONAL,PUBLISHED,626,2023-05-12T10:25:12Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Motswedi Clinic,456973-7,18-3-08,Lobatse,Lobatse,LOBATSE,Clinic,-25.22407,25.70536,+267 5333037,Urban,TRUE,OPERATIONAL,PUBLISHED,5991,2023-05-11T13:28:02Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lorwana Clinic,172824-5,18-3-11,Lobatse,Lobatse,MMATHETHE-MOLAPOWABOJANG,Clinic,-25.35533,25.52646,+267 5350016,Rural,FALSE,OPERATIONAL,PUBLISHED,1177,2023-05-11T13:46:49Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kanngwe Health Post,406209-7,23-4-06,Goodhope,Goodhope,GOODHOPE-MABULE,Health Post,-25.42198,25.114828,+267 5410822,Urban,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-29T08:58:49Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Phitshane Molopo Clinic,237250-6,23-3-06,Goodhope,Goodhope,GOODHOPE-MABULE,Clinic with Maternity,-25.732789,25.093224,+267 5487218,Rural,FALSE,OPERATIONAL,PUBLISHED,1980,2023-05-31T09:55:57Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lotsane Clinic,732770-3,03-3-13,Palapye,Palapye,PALAPYE,Clinic,-22.554852,27.112461,+267 4921895,Rural-Urban,FALSE,OPERATIONAL,PUBLISHED,41102,2023-05-11T10:44:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Prison Health Post,167771-5,07-4-18,Ghanzi,Ghanzi,GHANZI NORTH,Health Post,-21.700763,21.645431,6596303,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-03-31T12:32:52Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dilolwe Clinic,223705-5,06-3-09,Kanye,Kanye,KANYE NORTH,Clinic,-24.972394,25.351259,+267 5443756,Urban,FALSE,OPERATIONAL,PUBLISHED,851,2023-05-08T12:53:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Magotlhwane Health Post,608860-3,26-4-17,Moshupa,Moshupa,MOSHUPA-MANYANA,Health Post,-24.999179,25.590513,+267 73229857,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-05-12T13:17:51Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Mafhikana Clinic,518039-3,06-3-03,Kanye,Kanye,KANYE NORTH,Clinic,-24.991023,25.357684,+267 5440752,Urban,FALSE,OPERATIONAL,PUBLISHED,675,2023-04-26T13:33:15Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Dagwi Health Post,433538-6,12-4-02,Tutume,Tutume,NKANGE,Health Post,-20.222629,27.259789,+267 2986296,Rural,FALSE,OPERATIONAL,PUBLISHED,1606,2023-04-05T08:43:27Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Sebego Clinic,697341-6,06-3-08,Kanye,Kanye,KANYE SOUTH,Clinic,-24.996193,25.344653,+267 5441164,Urban,FALSE,OPERATIONAL,PUBLISHED,1166,2023-06-12T10:21:14Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Kgwatlheng Clinic,869718-7,06-3-02,Kanye,Kanye,KANYE SOUTH,Clinic,-24.976266,25.320887,+267 5440528,Urban,TRUE,OPERATIONAL,PUBLISHED,2462,2023-04-25T07:35:54Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lekgolobotlo Health Post,747272-3,26-4-05,Moshupa,Moshupa,MOSHUPA-MANYANA,Health Post,-24.907735,25.629941,+267 73229685,Rural,FALSE,OPERATIONAL,PUBLISHED,383,2023-04-25T12:53:00Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Pitseng Clinic,253548-2,26-3-07,Moshupa,Moshupa,MOSHUPA-MANYANA,Clinic,-24.692315,25.039562,+267 73229822,Rural,FALSE,OPERATIONAL,PUBLISHED,498,2023-04-17T13:12:24Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Joosub & Aysha Dada Clinic,576287-7,06-3-04,Kanye,Kanye,KANYE SOUTH,Clinic,-24.956937,25.327086,+267 5441460,Urban,FALSE,OPERATIONAL,PUBLISHED,610,2023-04-24T10:07:20Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Ebrahim & Marriam Dada Clinic,595918-4,06-3-05,Kanye,Kanye,KANYE SOUTH,Clinic,-24.953202,25.302074,+267 5440004,Urban,FALSE,OPERATIONAL,PUBLISHED,61,2023-04-25T16:04:31Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Lotlhakane East  Clinic,795021-5,06-3-07,Kanye,Kanye,KANYE SOUTH,Clinic with Maternity,-25.082399,25.453414,+267 5401943,Urban,FALSE,OPERATIONAL,PUBLISHED,1110,2024-03-20T06:18:49Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Maunatlala Clinic,843198-3,03-3-04,Palapye,Palapye,LERALA-MAUNATLALA,Clinic,-22.590725,27.629561,+267 4958235,Rural,FALSE,OPERATIONAL,PUBLISHED,4951,2023-05-11T10:55:06Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Diabo Health Post,194690-4,06-4-06,Kanye,Kanye,MMATHETHE-MOLAPOWABOJANG,Health Post,-25.199215,25.365009,+267 5440196,Rural,FALSE,OPERATIONAL,PUBLISHED,138,2023-05-05T13:13:18Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Nkoyaphiri Clinic,921292-9,15-3-29,Kweneng East,NA,MOGODITSHANE,Clinic,-24.610801,25.85389,3936890/3960124,Urban,FALSE,OPERATIONAL,PUBLISHED,57637,2022-03-29T14:09:23Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Weighbridge Clinic,521057-0,10-3-07,Chobe,Chobe,CHOBE,Clinic,-17.821451,25.203709,+267  6250799,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-12T09:02:44Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Parakarungu Clinic,709838-7,10-3-04,Chobe,Chobe,CHOBE,Clinic,-18.037566,24.317516,+267 6240220,Rural,FALSE,OPERATIONAL,PUBLISHED,NA,2023-04-18T07:27:43Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gabane Health Post,261525-0,15-4-01,Kweneng East,Kweneng East,GABANE-MMANKGODI,Health Post,-24.66406,25.78357,+267 3947676,Urban,FALSE,OPERATIONAL,PUBLISHED,14842,2023-05-02T12:19:40Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Metsimotlhabe Clinic,388278-4,15-3-28,Kweneng East,Kweneng East,LENTSWELETAU-MMOPANE,Clinic,-24.5438,25.7969,+267 3960120,Urban,FALSE,OPERATIONAL,PUBLISHED,9270,2023-05-02T14:00:05Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
Gabane  Clinic,517668-0,15-3-33,Kweneng East,Kweneng East,GABANE-MMANKGODI,Clinic,-24.6782643,25.7829816,+267 3960122,Urban,FALSE,OPERATIONAL,PUBLISHED,14842,2023-05-02T12:15:06Z,Public,Botswana,Botswana Ministry of Health Facilities List 2026,TRUE,NA,NA,BWA-000617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,high
